# Proper motion data
# HIP	pmRA(mas/yr)	pmDE(mas/yr)
73678	-7.33	-10.38
73679	30.84	-8.36
73680	-9.98	-19.41
73681	6.28	-10.39
73682	-20.16	0.54
73683	-26.58	0.01
73684	-21.18	74.04
73685	10.61	-8.61
73686	20.71	-394.56
73687	-0.40	-72.70
73688	-0.92	-50.82
73689	-35.94	12.45
73690	12.77	-5.26
73691	-40.80	48.30
73692	1.20	1.25
73693	11.07	3.94
73694	-4.30	-6.30
73695	-443.70	9.90
73696	-52.34	-16.40
73697	14.65	11.10
73698	-9.80	-4.10
73699	-13.13	-9.51
73700	-2.56	-25.37
73701	-64.01	-19.57
73704	-162.66	50.68
73705	-23.03	1.99
73706	23.75	-8.94
73707	18.40	-51.13
73708	-1.97	0.25
73709	-31.91	-15.43
73710	20.94	-4.08
73711	-7.65	-4.60
73712	-4.30	-1.60
73713	-24.05	7.97
73714	-72.60	-44.00
73715	-78.80	14.40
73716	-5.10	-29.00
73717	-215.90	-7.60
73718	-9.93	-8.57
73719	-0.48	-9.15
73720	-9.43	-2.56
73721	2.95	-31.30
73722	-52.90	-56.50
73723	19.70	3.60
73724	15.80	-35.80
73725	64.72	16.37
73726	12.60	-0.20
73727	-6.00	-7.20
73728	8.42	-3.53
73729	8.68	-2.83
73730	-13.35	-0.17
73731	-56.65	60.38
73732	-3.77	1.45
73733	17.50	-5.20
73734	-656.66	178.58
73735	-74.46	10.27
73736	-26.50	-0.90
73737	5.67	-9.46
73738	-14.95	-37.31
73739	35.71	-17.39
73740	-4.64	-4.61
73741	14.76	-4.21
73742	-20.24	-27.44
73743	-99.56	-29.81
73744	-4.28	-13.11
73745	-175.60	-4.20
73746	-33.03	-20.63
73747	-28.67	-14.47
73748	-11.60	10.70
73749	-8.99	-8.30
73750	34.98	-34.99
73751	-14.60	-0.50
73752	-0.47	-1.73
73753	-15.75	4.05
73754	40.54	-52.13
73755	-73.75	-58.71
73756	-1.87	-0.69
73757	-26.01	3.14
73758	6.92	-81.80
73759	-62.54	-19.79
73760	-32.49	-7.89
73761	-30.00	-19.00
73762	8.96	-15.01
73763	-17.93	0.04
73764	-8.60	-35.80
73765	-15.04	34.47
73766	-13.80	-14.18
73767	-6.26	-21.42
73768	-72.66	-75.28
73769	-12.59	-5.73
73770	-35.25	-68.79
73771	-8.03	-17.85
73772	30.35	-39.75
73773	-255.71	-13.84
73774	-20.58	-10.52
73775	-2.29	2.30
73776	102.64	9.39
73802	-2.30	7.80
73777	-30.75	-35.30
73778	-11.10	-10.01
73779	10.77	3.15
73780	-59.48	-38.26
73781	-29.52	-4.65
73782	-7.44	-1.47
73783	-22.86	-19.93
73784	39.05	-49.86
73785	-23.15	-24.04
73786	-606.50	-508.40
73787	-128.80	-128.08
73788	-4.55	-2.43
73789	-3.49	-4.01
73790	-7.64	7.97
73791	22.80	27.81
73792	-32.96	-18.19
73793	26.00	26.50
73794	10.00	-29.20
73795	-16.64	2.83
73796	-1.19	-8.83
73797	-5.81	-1.80
73798	-184.50	-172.09
73799	7.75	-4.32
73800	-367.97	120.91
73801	7.09	-8.24
73804	39.80	-30.60
73805	-91.99	27.18
73806	-1.46	-24.35
73807	-21.30	-28.60
73808	-1.49	33.03
73809	-7.55	-13.55
73810	-19.72	-18.77
73811	-21.09	0.50
73812	-19.38	-22.96
73813	-23.15	-20.69
73814	130.25	-86.50
73815	-2.03	-248.19
73816	25.40	-28.60
73817	6.72	-24.09
73818	-11.24	-10.02
73819	-22.43	12.43
73820	-16.81	-5.38
73821	-56.49	-14.15
73822	-14.40	-0.10
73823	-7.84	-9.95
73824	-10.40	-17.70
73825	-3.40	8.78
73826	23.70	-0.90
73827	-17.42	-3.39
73828	-7.20	-10.10
73879	-15.69	-7.14
73829	11.26	-13.32
73830	16.74	-3.14
73831	-22.33	16.05
73832	1.72	-30.32
73833	-84.16	-93.61
73834	-30.49	-26.70
73835	-93.11	-45.74
73836	-26.48	-0.22
73837	-35.41	26.49
73838	-5.39	-4.94
73839	-12.70	-4.69
73840	-24.82	14.14
73841	-65.50	28.80
73842	-40.53	-12.80
73843	-34.20	27.50
73844	-23.58	-6.32
73845	-176.22	-132.27
73846	-227.20	-13.50
73847	-50.54	-71.89
73848	-3.50	-20.50
73849	41.60	-80.60
73850	9.44	85.21
73851	0.91	-8.04
73852	2.25	-40.22
73853	-13.50	-0.92
73854	-34.25	0.72
73855	1.31	-16.08
73856	-5.80	21.50
73857	-10.31	17.84
73858	-9.75	6.24
73859	-30.65	-28.10
73860	-5.30	-1.07
73861	-15.51	24.29
73862	-23.68	-9.46
73863	7.63	-66.14
73864	-88.82	20.42
73865	0.54	-18.45
73866	-9.70	14.19
73867	10.62	-2.73
73868	5.46	-24.63
73869	-123.30	110.10
73870	-11.62	-5.54
73871	5.92	2.02
73872	3.47	29.45
73873	-15.33	-3.81
73874	-15.63	-13.03
73875	5.37	7.42
73876	-0.38	-7.30
73877	-61.36	4.58
73878	-17.27	-28.92
73880	-0.91	1.35
73881	-1.86	-9.34
73882	-79.29	81.99
73883	9.90	33.00
73884	4.16	-9.16
73885	28.68	-2.63
73886	1.55	-13.86
73887	-0.56	-7.52
73888	67.15	20.59
73889	-58.86	-157.99
73890	-16.85	3.49
73891	24.04	-19.89
73892	-11.20	-32.10
73893	-18.48	-42.99
73894	-5.95	-6.32
73895	-138.20	-174.70
73896	5.28	-83.72
73897	-7.29	-9.17
73898	-9.50	23.71
73899	-11.61	-159.16
73900	-40.84	-20.82
73901	-21.67	-6.26
73902	-11.08	6.32
73903	-422.83	-1058.90
73904	16.84	-25.13
73905	-102.30	-107.90
73906	-15.29	-18.63
73907	3.37	-5.62
73908	-82.75	-18.23
73909	48.42	12.45
73910	-39.59	28.54
73911	-21.59	10.53
73912	29.96	4.50
73913	-23.40	-21.30
73914	-6.43	-8.18
73915	28.36	-49.84
73916	-9.00	20.50
73917	-18.53	-18.26
73918	-40.64	28.02
73919	29.52	-36.26
73920	-38.22	-7.78
73921	-10.50	-22.00
73922	4.32	7.32
73923	-1.39	10.59
73924	-9.47	-25.02
73925	-27.90	-17.61
73926	53.40	-38.36
73927	70.40	-51.71
73928	-17.29	8.86
73929	-23.70	23.20
73930	1.86	15.60
73931	-0.90	-17.35
73932	1.80	4.40
73933	-8.76	-8.02
73934	-97.10	-338.70
73935	-38.08	-15.17
73936	-8.82	7.94
73937	-24.03	-27.81
73938	-44.44	-17.17
73939	22.10	-20.80
73940	23.18	-2.68
73941	-64.47	40.55
73942	-12.18	-5.95
73943	-53.10	44.80
73944	2.43	16.29
73945	-36.05	-22.37
73946	30.38	-37.72
73947	-45.42	-25.85
73948	-6.67	-13.51
73949	-12.25	-14.41
73950	-9.37	-13.20
73951	14.77	-12.21
73952	43.55	-36.90
73999	-4.71	19.97
73953	-61.70	-17.20
73954	-29.19	-20.47
73955	-3.19	-0.18
73956	35.26	10.57
73957	2.78	-22.73
73958	-9.71	-115.23
73959	-19.26	8.76
73960	14.00	-7.59
73961	2.76	-5.47
73962	29.30	-51.50
73963	-259.67	-20.20
73964	-8.76	-4.83
73965	-9.24	-116.00
73966	-2.92	-12.48
73967	-48.60	-106.90
73968	-45.90	26.00
73969	-12.22	0.86
73970	7.30	-56.70
73971	-4.21	-19.26
73972	-8.88	13.75
73973	-71.43	-22.34
73974	10.81	-14.14
73975	4.37	-14.42
73976	-34.84	-24.42
73977	4.17	-16.56
73978	-4.36	-2.97
73979	-14.80	26.55
73980	7.38	-6.79
73981	-35.47	-14.97
73982	-76.90	17.80
73983	-76.96	65.45
73984	2.20	1.13
73985	-22.26	-38.56
73986	0.01	6.75
73987	-8.28	-11.56
73988	-74.59	-68.90
73989	-8.62	-20.34
73990	-27.87	-28.70
73991	6.01	-37.17
73992	0.10	6.74
73993	-9.56	-16.66
73994	-32.15	10.41
73995	-22.29	-2.90
73996	185.06	-163.79
73997	-15.57	8.71
73998	-14.34	-21.50
74000	42.80	-51.70
74001	-169.24	-119.12
74002	-46.37	-33.65
74003	-30.36	-35.49
74004	-2.40	4.80
74005	-8.33	-5.57
74006	21.94	9.71
74007	49.66	-29.68
74008	-14.77	8.33
74009	-23.90	15.10
74010	16.09	-35.66
74011	-5.36	-2.38
74012	0.30	-20.60
74013	-46.68	29.47
74014	-24.40	-47.50
74015	-6.70	6.29
74016	-189.50	29.40
74017	-13.70	22.20
74018	9.47	-8.86
74019	0.90	9.62
74020	-44.90	-22.90
74021	10.01	8.54
74022	-14.02	-12.16
74023	-7.40	-20.90
74024	-4.55	-5.26
74025	-63.64	-64.84
74026	-1.59	-22.78
74027	-39.00	8.90
74028	-48.11	10.92
74029	-136.30	-459.12
74030	17.14	-28.70
74031	19.88	-28.66
74032	3.14	-1.21
74033	-517.75	-56.08
74034	-107.47	46.70
74035	-12.29	-6.39
74036	38.88	-13.15
74037	1.50	0.60
74038	2.50	-46.11
74039	-5.14	-13.62
74040	-44.10	29.00
74041	-44.80	-3.30
74042	5.85	-21.25
74043	-43.95	-35.39
74044	0.90	-6.30
74045	-130.50	163.70
74046	-2.41	-9.95
74047	9.34	-4.54
74048	-33.95	-8.07
74049	-117.57	-110.95
74050	-19.59	5.74
74051	-57.37	16.88
74052	5.91	-7.47
74053	21.57	-27.09
74054	-49.50	-82.60
74055	-147.38	76.77
74056	4.90	-1.07
74057	-34.74	15.48
74058	15.22	-12.00
74059	-137.68	-60.22
74060	7.04	-6.02
74061	-82.20	61.80
74062	-2.48	3.64
74063	6.73	-12.66
74064	-17.90	-76.20
74065	97.47	-110.48
74066	-29.76	-30.39
74067	-156.68	-447.55
74068	-93.50	22.60
74069	-1.00	-22.30
74070	5.18	-1.29
74071	-4.62	-3.68
74072	-13.45	-11.47
74073	-0.53	-3.85
74074	14.17	-26.30
74075	-190.80	-178.70
74076	-4.10	-5.10
74077	-13.80	-10.40
74078	-14.36	1.23
74079	0.98	-15.76
74080	-34.47	12.63
74081	-23.67	-6.37
74082	-13.53	18.62
74083	-3.54	-21.35
74084	3.70	-19.49
74085	-28.54	9.65
74086	-4.10	-0.70
74087	4.30	-15.30
74088	-31.42	-23.72
74089	34.10	-36.52
74090	-17.11	-9.81
74091	-15.81	-5.15
74092	83.36	-7.51
74093	-12.23	-15.15
74094	-75.60	37.70
74095	-48.66	70.87
74096	-1.92	-1.00
74097	10.02	9.85
74098	-15.68	-24.25
74099	5.66	-20.04
74100	-19.60	-21.90
74101	1.36	-9.85
74102	-36.46	-10.06
74103	-52.30	-87.40
74104	-19.64	-22.88
74105	-16.10	-17.30
74106	29.50	-96.00
74107	-2.00	58.00
74108	-40.96	14.15
74109	-32.20	2.70
74110	-4.02	-6.07
74111	15.63	-8.36
74112	-42.80	-21.86
74113	-14.74	-5.18
74114	-16.12	-16.56
74115	-31.71	-32.98
74116	-39.80	-17.20
74117	-11.80	-21.80
74141	-5.53	-7.16
74118	-153.78	-35.54
74119	-13.55	-1.34
74120	18.84	12.03
74121	-44.56	72.98
74122	-12.01	-11.03
74123	-223.50	-167.90
74124	-25.84	-41.87
74125	-2.50	-21.20
74126	-1.16	43.77
74127	61.17	-8.25
74128	-31.93	-0.42
74129	58.00	-6.90
74130	-37.23	33.88
74131	-4.32	1.57
74132	10.60	-35.90
74133	14.20	-23.72
74134	5.23	-3.28
74135	66.98	102.94
74136	-103.93	22.64
74137	-5.81	0.60
74138	-13.31	38.07
74139	-20.27	-7.80
74140	-15.83	-1.87
74168	-13.00	-6.79
74142	-43.30	7.40
74143	-80.11	-14.70
74144	-41.17	-25.25
74145	-48.20	12.50
74146	-30.15	0.94
74147	-6.28	-9.94
74148	-474.30	160.40
74149	32.35	-10.28
74150	-23.14	-18.74
74151	-36.18	42.38
74152	-3.63	9.75
74153	-15.37	11.92
74154	13.04	-0.25
74155	-8.09	-1.44
74156	13.54	4.40
74157	-59.50	-5.10
74158	13.04	-21.19
74159	-42.90	-56.90
74160	-3.77	-6.73
74161	-119.12	123.92
74162	3.60	-0.80
74163	-5.30	-3.50
74164	-156.79	109.88
74165	-326.90	-56.50
74166	-9.22	-1.68
74167	0.21	17.57
74169	-30.93	-27.46
74170	-35.43	-9.64
74171	-2.86	-6.16
74172	76.30	-75.70
74173	-27.57	-4.32
74174	-504.13	-272.29
74175	-10.16	-4.76
74176	18.26	-96.17
74177	-26.47	-28.64
74178	-211.20	58.20
74179	-6.81	-2.69
74180	-27.34	11.15
74181	-10.80	-20.62
74182	32.45	-21.81
74183	20.09	31.73
74184	-4.03	-3.33
74185	-11.20	-40.90
74186	-17.91	-19.66
74187	-20.63	-9.81
74188	-169.87	-64.30
74189	-49.04	65.50
74190	-603.68	484.19
74191	-5.66	-12.99
74192	-28.62	-32.27
74193	-44.49	33.37
74194	-21.53	-6.21
74195	-3.10	-1.62
74196	-17.85	8.97
74197	3.10	12.41
74198	-4.56	10.98
74199	65.60	-471.20
74200	23.97	-45.33
74201	1.46	-1.14
74202	-15.62	20.97
74203	-10.50	-46.90
74204	27.14	-7.28
74205	4.39	-35.74
74206	-23.30	-25.00
74207	19.88	19.90
74208	-18.89	-3.77
74209	-47.10	-13.16
74210	5.00	28.10
74211	-78.50	19.10
74212	-0.05	-16.04
74213	-45.60	-16.20
74214	-28.02	12.23
74215	-7.98	-5.80
74216	-51.62	-3.70
74217	-69.30	37.93
74218	-257.80	-8.56
74219	-62.10	-38.60
74220	-14.04	-9.11
74221	37.61	-2.96
74222	-14.16	8.95
74223	33.11	21.93
74224	-23.97	-20.24
74225	25.03	-39.22
74226	39.87	-32.57
74227	-24.30	-17.21
74228	-57.20	-35.74
74229	43.70	-45.50
74230	-30.09	-20.34
74231	2.44	-7.03
74232	-13.82	-17.55
74233	-15.73	-9.66
74234	-998.90	-3544.60
74235	-999.40	-3541.90
74236	-0.23	-1.31
74237	-265.10	82.87
74238	8.56	0.46
74239	-31.17	-10.41
74240	11.40	-3.25
74241	32.98	0.50
74242	15.60	5.52
74243	-175.50	-104.57
74244	-14.29	-10.20
74245	-60.00	-159.40
74246	-4.60	-20.10
74247	-12.90	21.90
74248	-4.76	-3.79
74249	-45.93	25.84
74250	-35.38	-47.54
74251	-32.97	-12.84
74252	-3.27	-1.17
74253	4.09	19.47
74254	-24.44	-41.69
74255	-101.64	-131.65
74256	-8.40	6.87
74257	-8.69	5.24
74258	-65.11	-60.81
74259	-116.00	84.50
74260	-52.42	14.06
74261	-325.71	-290.02
74262	14.76	2.19
74263	-4.10	-7.60
74264	-85.10	-55.41
74265	3.92	-1.28
74266	5.58	-8.72
74267	-62.00	16.80
74268	15.50	-99.10
74269	-47.67	-15.35
74270	1.75	-15.80
74271	11.20	-105.40
74272	22.06	-12.73
74273	-184.98	-10.88
74274	10.48	5.27
74275	-13.10	0.50
74276	-9.22	-5.50
74277	-16.60	-14.65
74278	-97.90	31.70
74279	-32.30	22.62
74280	-2.49	-20.37
74281	-94.90	27.40
74282	-11.43	1.06
74283	-29.11	-18.22
74284	-53.22	11.08
74285	-25.37	-73.88
74286	3.10	-25.30
74287	-22.47	8.39
74288	-9.89	-4.70
74289	-150.62	-154.37
74290	-44.87	-59.83
74291	-37.80	-43.10
74292	28.00	-10.10
74293	-2.61	-3.31
74294	-0.40	-2.57
74295	-13.10	-6.38
74296	3.50	3.63
74297	-33.44	-7.33
74298	-99.03	67.01
74299	15.26	-9.22
74300	1.38	-13.37
74301	-18.58	-1.58
74302	47.50	-7.60
74303	-4.09	-30.66
74304	90.70	-201.00
74305	-2.60	-7.80
74306	-4.45	28.17
74307	-14.40	-11.30
74308	-22.50	-38.80
74309	-26.90	-16.60
74310	-149.70	-97.36
74311	-10.47	-16.65
74312	-3.65	2.37
74313	4.71	2.06
74314	6.74	1.33
74315	-66.25	72.75
74316	-11.32	-0.14
74317	-25.57	-8.82
74318	-64.30	-37.20
74319	2.73	23.68
74320	0.09	0.28
74321	-19.80	-33.30
74322	-4.43	-15.63
74323	16.10	-31.64
74324	-8.16	-7.72
74325	-36.99	-24.53
74326	-191.07	79.33
74327	-22.14	2.26
74328	-57.40	-14.50
74329	35.01	-48.02
74330	-86.84	-73.71
74331	-12.06	-21.10
74332	-32.00	-11.00
74333	38.40	-18.25
74334	18.11	-4.33
74335	-57.04	-154.52
74336	-12.50	13.20
74337	-7.34	-2.10
74338	-32.20	-19.26
74339	-50.69	-34.08
74340	-8.43	22.96
74341	-50.51	-55.51
74342	-36.15	20.14
74343	1.40	17.70
74344	-36.12	-46.07
74345	-22.90	-1.50
74346	-137.62	129.43
74347	-9.50	-13.80
74348	-20.00	-22.10
74349	-32.20	15.73
74350	-7.78	-18.53
74351	-22.91	26.72
74352	-31.96	20.79
74353	-36.40	-10.50
74354	-16.51	-1.01
74355	-23.30	7.40
74356	-36.10	-13.10
74357	40.91	-12.17
74358	-21.47	-15.97
74359	-36.63	21.50
74360	-7.50	-6.52
74361	9.30	-14.21
74362	2.86	-10.15
74363	53.99	-30.67
74364	-13.20	14.60
74365	-4.82	-15.79
74366	-51.98	40.52
74367	-12.38	-21.26
74368	-166.00	96.90
74369	3.50	11.09
74370	-166.30	98.20
74371	-16.21	3.41
74372	-17.97	9.77
74373	-158.61	-41.98
74374	116.66	-227.84
74375	-3.23	-39.51
74376	-96.50	-49.89
74377	12.83	0.67
74378	21.90	-7.10
74379	-105.96	-52.62
74380	-103.50	-44.60
74381	-213.28	22.85
74382	21.80	-6.60
74383	1.98	-9.20
74384	-253.64	97.65
74385	-22.34	-27.36
74386	-14.20	10.20
74387	-0.10	0.10
74388	-95.93	151.82
74389	99.10	-105.85
74390	-88.70	-18.80
74391	-41.02	-24.28
74392	-35.40	-32.79
74393	-33.98	-22.09
74394	10.93	-27.97
74395	-112.92	-71.19
74396	97.36	-154.00
74397	-136.09	-167.75
74398	17.71	-3.60
74399	-1.42	-17.58
74400	-9.25	-10.21
74401	-6.89	-2.05
74402	-50.27	-55.15
74403	16.68	-42.12
74404	-20.01	12.60
74405	-74.23	-73.60
74406	-6.30	-9.50
74407	-223.94	155.93
74408	3.80	-9.77
74409	-87.28	27.28
74410	-2.04	-7.97
74411	15.90	18.70
74412	62.46	-1.73
74413	11.00	12.80
74414	-20.87	-7.56
74415	-34.42	-34.74
74416	-7.28	-2.79
74417	77.10	-50.05
74418	-24.77	-40.88
74419	-442.75	-661.08
74420	-2.59	-8.74
74421	-13.94	-15.48
74422	-53.13	-11.12
74423	-83.54	-109.11
74424	33.00	14.40
74425	4.03	-6.84
74426	95.60	28.80
74427	-14.10	-8.10
74428	-17.25	0.36
74429	43.52	-19.17
74430	-21.66	-26.32
74431	-72.56	-4.53
74455	-24.09	-11.21
74432	-594.90	296.30
74433	-20.90	41.20
74434	-594.90	283.50
74435	-90.99	36.25
74436	-6.05	-8.02
74437	-21.96	-12.38
74438	-10.10	-32.10
74439	8.25	-131.63
74440	7.48	-13.69
74441	-38.41	-67.11
74442	8.90	-134.00
74443	-223.90	-288.50
74444	56.21	-96.40
74445	-27.21	4.23
74446	37.86	-20.15
74447	-10.60	-4.70
74448	-3.20	-1.34
74449	-19.20	-24.00
74450	-10.88	17.49
74451	-6.42	2.49
74452	14.70	-22.40
74453	-8.20	-0.80
74454	-7.50	-3.76
74456	2.19	0.49
74457	12.66	-8.65
74458	-13.20	7.60
74459	21.66	-19.88
74460	5.21	-74.25
74461	-4.86	-35.09
74462	10.49	6.51
74463	-34.95	-12.82
74464	-97.52	-48.35
74465	-9.92	7.19
74466	-353.40	219.07
74467	-109.05	-83.42
74468	-23.50	-24.50
74469	-85.00	-35.70
74470	-5.14	-6.29
74471	-9.36	-15.15
74472	-4.25	24.02
74473	-14.60	1.40
74474	-1.01	-2.30
74475	15.20	-26.10
74476	-6.91	-6.64
74477	-725.15	-76.94
74478	2.60	-45.40
74479	-22.66	-23.41
74480	1.86	18.52
74481	-28.89	2.78
74482	8.77	-0.24
74483	5.22	3.16
74484	-1.87	-9.01
74485	-15.10	-3.70
74486	18.11	19.27
74487	18.52	-20.48
74488	-53.29	-40.88
74489	-9.75	12.12
74490	-18.40	-23.20
74491	-27.50	2.84
74492	23.40	-64.00
74493	-48.60	-44.00
74494	-6.16	11.96
74495	-20.17	-56.61
74496	-61.56	-10.18
74497	-41.95	-15.84
74498	-13.29	-13.27
74499	-24.72	-27.85
74500	-400.08	-75.00
74501	-15.99	-24.05
74502	-4.29	-8.98
74503	-20.94	-17.90
74504	-10.33	23.62
74531	-32.14	-0.29
74505	51.02	99.25
74506	-11.94	10.88
74507	2.44	1.36
74508	-19.78	-36.34
74509	-45.76	-20.86
74510	1.90	5.50
74511	-3.75	-73.42
74512	-24.50	-0.20
74513	-45.85	-20.90
74514	-7.41	-47.93
74515	-9.41	2.06
74516	-161.05	83.17
74517	8.18	40.80
74518	16.65	0.81
74519	-10.59	-3.72
74520	-17.29	14.13
74521	8.55	33.19
74522	7.31	-14.73
74523	9.91	-7.32
74524	0.95	-39.17
74525	-34.24	-141.66
74526	-17.51	27.92
74527	35.22	-79.84
74528	-17.49	-4.52
74529	-15.40	-17.60
74530	-35.29	12.03
74532	-54.80	-12.10
74533	-0.09	-3.55
74534	-16.48	-4.98
74535	-58.39	-19.07
74536	5.39	-30.76
74537	-1270.00	-502.10
74538	44.03	-61.30
74539	-14.70	-6.60
74540	25.14	-23.99
74541	-23.14	16.40
74542	-34.52	-10.84
74543	-36.32	16.57
74544	-57.87	-74.36
74545	8.18	-11.74
74546	-6.59	-10.74
74547	-17.89	-7.39
74548	75.54	-52.93
74549	-254.60	-253.80
74550	-257.80	-249.60
74551	26.76	-16.77
74552	-2.30	-23.80
74553	-73.46	45.53
74554	-38.80	-12.10
74555	-739.31	151.27
74556	-42.10	-42.80
74557	-10.47	-8.73
74558	-31.99	-9.29
74559	-17.54	-2.81
74560	-21.61	2.80
74561	42.28	-30.28
74562	3.30	13.10
74563	-10.80	7.40
74564	5.80	3.24
74565	-18.40	-24.10
74566	-38.50	-37.23
74567	-29.60	12.10
74568	-107.77	77.58
74569	-0.72	-6.92
74570	-27.86	-17.82
74571	23.48	-16.18
74572	-15.75	1.30
74573	-126.81	-23.00
74574	15.12	3.35
74575	-16.90	22.90
74576	32.20	25.28
74577	11.77	5.24
74578	-19.06	13.82
74579	-31.90	26.10
74580	26.47	-3.59
74581	-5.03	-19.79
74582	4.22	-7.51
74583	-8.43	3.66
74584	-15.60	-0.60
74585	-63.61	17.74
74586	-13.70	-9.57
74587	-25.17	-11.00
74588	7.70	-202.80
74589	-40.64	18.14
74590	-17.14	8.13
74591	-4.59	-11.63
74592	-55.02	-25.91
74593	-106.20	-21.80
74594	8.80	-39.03
74595	-28.89	-6.08
74596	-69.84	27.98
74597	-11.32	-8.53
74598	13.54	-23.18
74599	-4.96	5.19
74600	-13.92	-16.31
74601	18.51	24.94
74602	-38.60	-94.25
74603	-8.56	0.46
74604	-8.95	0.03
74631	-34.40	47.60
74605	222.25	-392.66
74606	-12.56	-14.84
74607	4.63	14.55
74608	-12.03	-66.14
74609	-9.70	-21.00
74610	-8.12	-9.14
74611	27.51	109.30
74612	-21.50	-22.59
74613	-23.05	-10.49
74614	4.72	-5.64
74615	2.98	-5.34
74616	-23.88	-13.84
74617	-16.32	13.02
74618	-12.25	-16.00
74619	28.00	-1.70
74620	-18.58	-22.54
74621	11.31	-75.04
74622	-20.06	-1.59
74623	-29.36	8.44
74624	-15.36	0.86
74625	10.29	3.38
74626	-274.80	-379.98
74627	-27.42	-27.05
74628	-12.12	11.17
74629	-0.80	-13.50
74630	-14.10	-19.00
74632	-9.63	-13.04
74633	-5.10	-31.40
74634	-4.70	-3.00
74635	-97.23	-76.30
74636	-0.30	0.40
74637	-22.92	-11.30
74638	-22.63	-20.41
74639	-37.46	29.88
74640	-41.02	-3.66
74641	-5.08	1.93
74642	-28.20	9.50
74643	18.60	4.60
74644	-7.53	-37.11
74645	-13.41	-22.79
74646	-14.33	-6.57
74647	43.12	-42.27
74648	0.70	-9.90
74649	-20.90	3.00
74650	5.14	19.11
74651	-32.41	-38.80
74652	-2.21	-28.45
74653	-177.76	-164.79
74654	-0.77	-2.38
74655	-17.80	-8.80
74656	-34.30	4.47
74681	6.78	-5.55
74657	-18.00	-22.70
74658	-62.10	-66.90
74659	-33.99	-1.30
74660	-2.90	-4.20
74661	-5.35	-11.16
74662	-106.70	56.00
74663	-26.07	-34.61
74664	-23.08	-12.09
74665	-76.40	-54.30
74666	84.74	-111.56
74667	-23.53	-7.85
74668	-44.68	-40.35
74669	-13.10	-0.10
74670	49.63	-25.89
74671	-14.85	-6.11
74672	-97.50	60.11
74673	-10.81	-5.31
74674	83.49	-110.31
74675	-27.10	15.70
74676	-26.29	-17.39
74677	-54.48	-43.14
74678	-1.92	-2.15
74679	4.00	6.33
74680	0.29	-34.90
74682	-28.50	-188.58
74683	-15.84	-5.14
74684	27.37	-15.16
74685	-51.30	11.24
74686	-37.68	-14.97
74687	32.39	0.58
74688	-24.40	-14.80
74689	-107.43	13.31
74690	24.00	-45.60
74691	-38.00	-64.40
74692	-8.49	-27.20
74693	10.70	-7.87
74694	40.24	-30.37
74695	-10.14	-19.46
74696	5.23	-8.44
74697	-8.50	-1.27
74698	-2.06	-43.36
74699	9.93	-9.64
74700	-41.83	-8.31
74701	-16.30	-49.50
74702	178.30	-137.37
74703	22.90	-28.70
74704	-13.31	0.00
74755	0.86	6.89
74705	-91.34	-69.62
74706	-27.12	-22.86
74707	-7.46	-3.96
74708	-30.54	1.05
74709	-29.46	2.44
74710	-96.34	-27.45
74711	-0.01	-18.40
74712	-39.12	-91.59
74713	-14.20	-87.48
74714	2.07	-1.96
74715	-13.57	-12.31
74716	-9.24	-7.13
74717	-130.81	-41.51
74718	-17.92	11.41
74719	-13.25	-11.83
74721	7.47	-14.56
74722	-28.56	8.92
74723	1.75	-1.87
74724	-22.27	-30.82
74725	-14.66	-7.81
74726	-5.15	-4.40
74727	-8.77	-3.64
74728	-24.04	-21.62
74729	-9.93	-5.55
74730	-268.60	24.80
74731	-46.95	-19.99
74732	-33.28	2.52
74733	-11.04	-5.66
74734	-17.20	-167.90
74735	-24.14	-25.48
74736	-16.25	-6.76
74737	-13.10	13.62
74738	-21.01	-5.55
74739	-14.05	-11.98
74740	-70.31	-28.24
74741	-12.10	20.30
74742	-7.67	-9.47
74743	-35.56	-19.57
74744	-11.68	-13.56
74745	9.09	-7.15
74746	-169.14	-60.56
74747	66.45	-30.23
74748	26.78	7.00
74749	25.10	-5.70
74750	-1.87	-3.10
74751	-5.96	-12.04
74752	-20.20	-28.90
74753	-5.71	-6.49
74754	23.39	-19.11
74756	-46.61	2.41
74757	-174.95	-112.34
74758	-55.47	32.29
74759	4.68	-8.87
74760	4.24	-62.42
74761	25.24	15.25
74762	-11.19	-11.07
74763	-25.42	13.94
74764	47.06	-21.45
74765	20.80	-0.70
74766	15.59	2.14
74767	17.91	-13.93
74768	-45.37	-24.33
74769	-63.88	-19.12
74770	-10.53	12.72
74771	-102.00	-236.90
74772	-15.11	-18.25
74773	9.60	-67.60
74774	-44.99	0.24
74775	-131.60	-27.30
74776	-20.76	21.58
74777	0.76	-4.91
74778	-3.70	-3.70
74779	5.74	-8.15
74780	-8.11	-1.97
74781	-14.34	-120.85
74782	-77.64	-8.31
74783	10.37	-10.19
74784	1.20	-3.00
74785	-98.10	-19.65
74786	4.47	1.03
74787	-5.80	-0.80
74788	-113.45	-76.92
74789	-7.00	-14.60
74790	30.98	-18.87
74791	-18.70	-7.00
74792	-138.50	76.30
74793	4.06	9.62
74794	-28.34	-2.68
74795	-55.24	-48.68
74796	-48.70	7.10
74797	-23.47	-23.49
74798	8.37	-17.45
74799	9.42	-36.62
74800	11.60	8.00
74801	21.08	1.93
74802	-13.82	-0.21
74803	-14.78	-17.55
74804	-33.91	-28.49
