331.9273	+58.4118	 474	  45	5
313.9116	+67.3594	 475	 150	6
322.0342	+64.3857	 476	  80	5
347.0842	+41.7710	 477	  40	4
346.0763	+43.4365	 478	  30	5
333.1899	+57.9146	 479	  45	4
350.6077	+35.2744	 480	  90	5
292.3695	+71.6062	 481	  80	6
331.1602	+59.7433	 482	  20	5
312.8830	+68.1892	 483	  20	6
353.8734	+29.1099	 484	  60	6
333.1812	+58.9979	 485	  10	4
334.1899	+58.8168	 486	  20	5
315.4040	+68.1979	 487	  10	1
332.4148	+60.2462	 488	  23	5
334.1871	+59.1668	 489	   8	3
334.1864	+59.2501	 490	 190	6
334.4383	+59.2506	 491	  13	3
335.1983	+58.6689	 492	  22	4
335.1976	+58.7522	 493	   5	2
332.4054	+61.2462	 494	 100	6
318.9291	+68.4596	 495	  12	5
333.6636	+61.4157	 496	   4	5
325.5366	+66.0624	 497	   2	1
329.0901	+64.5717	 498	 120	5
350.8503	+41.6079	 499	  20	5
333.6470	+63.0823	 500	   7	3
339.7329	+58.4274	 501	  25	5
339.9859	+58.2278	 502	  10	4
352.3585	+40.0257	 503	  30	5
324.2364	+68.1422	 504	   2	2
334.6556	+63.0845	 505	  35	5
341.2468	+57.9298	 506	  83	5
352.6087	+40.7758	 507	  60	5
335.6679	+62.7032	 508	   1	5
337.1905	+61.5895	 509	   5	6
337.1898	+61.6728	 510	   3	5
341.7500	+58.0140	 511	  25	1
341.2356	+59.8298	 512	  10	5
342.5006	+58.9318	 513	  50	6
342.4951	+59.8984	 514	   3	3
325.1923	+70.5616	 515	  35	6
344.0143	+58.5172	 516	   2	4
345.7837	+57.1028	 517	  30	5
344.7689	+58.7516	 518	   5	4
344.7687	+58.7849	 519	   2	4
337.9147	+65.0909	 520	  35	4
342.7389	+61.2654	 521	  55	4
341.7236	+62.2639	 522	 540	5
337.9109	+65.4575	 523	  15	5
343.2373	+62.1828	 524	   4	4
002.1441	+21.1116	 525	  30	6
338.4015	+66.7584	 526	  50	6
343.9913	+62.6005	 527	  14	2
