278.3879	 +0.6224	 583	  0.084	5	
284.1516	 -2.2668	 584	  0.077	4	
275.8810	 +2.0270	 585	  1.320	1	
279.7657	 +0.0457	 586	  0.034	3	
279.8907	 +0.0463	 587	  0.093	5	
279.0181	 -0.4579	 588	  0.034	6	
283.1477	 -1.4382	 589	  1.680	2	
286.6550	 -3.0051	 590	 10.000	2	326
279.1447	 -0.7906	 591	  0.330	3	
277.1310	 +2.0330	 592	  0.011	4	
279.8938	 -0.6204	 593	  0.462	3	
285.1492	 -1.7621	 594	  0.005	3	
296.4234	 -7.3776	 595	  0.052	3	
282.0398	 +0.2232	 596	  0.061	4	
282.6905	 +0.0763	 597	  0.018	5	
281.6875	 +0.7216	 598	  0.001	5	
282.8902	 +0.1439	 599	  0.022	4	
277.6270	 +2.8688	 600	  0.029	4	
281.6871	 +0.8049	 601	  0.001	5	
282.8912	 -0.0727	 602	  0.003	4	
281.5867	 +0.8877	 603	  0.004	6	
282.8898	 +0.2273	 604	  0.152	5	
281.6867	 +0.8882	 605	  0.002	5	
282.8918	 -0.1894	 606	  0.002	4	
282.0192	 -0.6935	 607	  0.147	2	
282.8930	 -0.4394	 608	  0.004	4	
282.8934	 -0.5227	 609	  0.003	4	
282.3950	 -0.8584	 610	  0.129	2	
283.9172	 -0.2679	 611	  0.015	5	
283.9930	 -0.4342	 612	  0.003	4	
284.1926	 -0.3499	 613	  0.007	5	
284.1926	 -0.3499	 614	  0.032	4	
289.9005	 -2.0734	 615	  1.350	3	
281.8811	 +2.0558	 616	  2.390	2	
284.3859	 +1.0677	 617	  0.745	5	
288.8967	 -1.2446	 618	  0.018	3	137
289.5227	 -1.4584	 619	  0.016	5	139
290.1463	 -1.1556	 620	  0.018	3	
281.8755	 +3.2225	 621	 45.000	3	
287.8925	 -0.3326	 622	  0.297	3	
